Z5203	tnaA	1003000.911	9.15954768	2.24083199	4.087565565	4.36E-05	0.022294102
Z5202	tnaL	317153.5523	9.043873513	2.232139073	4.051662203	5.09E-05	0.022294102
Z5204	tnaB	352262.7322	9.031715137	2.231136884	4.048032732	5.16E-05	0.022294102
Z5633	malK	176493.8575	8.96174775	2.22603787	4.025873896	5.68E-05	0.022294102
Z5634	lamB	443633.3471	8.715323806	2.205952824	3.950820575	7.79E-05	0.023325118
Z5631	malF	125428.2443	8.535482192	2.192078347	3.893785185	9.87E-05	0.023325118
Z5632	malE	334334.56	8.450460111	2.184596202	3.868202326	0.000109641	0.023325118
Z5367	fadB	119029.5432	8.210617493	2.165319511	3.791873417	0.000149515	0.023325118
Z5630	malG	83242.76404	8.166614377	2.161964217	3.777404969	0.000158471	0.023325118
Z5635	malM	114469.1049	8.092536238	2.155453433	3.754447261	0.000173724	0.023325118
Z5668	acs	64433.24645	8.061616253	2.15341751	3.743638294	0.000181375	0.023325118
Z3403	mglC	36842.30626	7.993124116	2.148540973	3.720256778	0.00019902	0.023325118
Z3404	mglA	127318.1527	7.976480546	2.145574491	3.71764326	0.00020109	0.023325118
Z0278	yafH	222248.8813	7.948809082	2.142961045	3.709264385	0.000207862	0.023325118
Z4469	tdcB	13064.27074	7.8791759	2.142475586	3.677603587	0.000235435	0.024657942
Z3499	glpA	23284.06467	7.736781393	2.127505348	3.636550856	0.000276313	0.026780783
Z4215	ECs3749	11011.08692	7.681079615	2.125839335	3.613198557	0.000302443	0.026780783
Z4214	Z4214	21358.50117	7.653671039	2.120452783	3.609451293	0.000306845	0.026780783
Z3500	glpB	25182.8826	7.531883609	2.109210766	3.570948778	0.00035569	0.029409985
Z0460	afuA	20421.28207	7.374756482	2.095712468	3.518973426	0.00043322	0.032568857
Z5471	glpK	171464.0127	7.327337301	2.089035027	3.507522471	0.0004523	0.032568857
Z3405	mglB	146530.3974	7.320875479	2.08851448	3.505302716	0.000456088	0.032568857
Z0461	Z0461	27173.76636	7.238167145	2.08271018	3.475359756	0.000510169	0.034846738
Z3501	glpC	22114.6088	7.173807661	2.077227066	3.453550061	0.00055326	0.036215452
Z5472	glpF	63027.04029	6.985219453	2.058551752	3.393268809	0.000690638	0.04339971
Z5667	yjcH	2992.433167	7.014230565	2.076226975	3.378354414	0.00072921	NA
Z6024	uncharacterized	60145.41498	6.933718985	2.053852831	3.375957069	0.000735594	0.043450174
Z0037	carA	26925.89165	-6.882338057	2.049587234	-3.35791419	0.00078533	0.043450174
Z3835	purL	94493.23554	-6.862029037	2.046839385	-3.3525	0.000800852	0.043450174
Z4686	rplV	3707786.576	-6.858471346	2.046205049	-3.351800617	0.000802878	0.043450174
Z3498	glpT	61835.43627	6.834696802	2.04467462	3.34268188	0.00082973	0.043450174
Z5601	aceA	32913.77819	6.807833475	2.042784125	3.332625014	0.000860308	0.043598194
Z3604	fadJ	76367.22328	6.755514954	2.037170363	3.316126661	0.000912745	0.04381684
Z5600	aceB	85961.8689	6.748330653	2.036438574	3.313790428	0.000920405	0.04381684
Z1513	putA	236210.0179	6.700224213	2.031635585	3.297945883	0.000973949	0.044486284
Z5366	fadA	34381.83139	6.690585177	2.031734718	3.293040729	0.000991101	0.044486284
Z4116	fucO	26289.41759	6.606972611	2.024177767	3.264027854	0.001098404	0.047682363
Z4434	ygjL	14544.48864	6.594136149	2.024140733	3.257745888	0.001123009	0.047682363
Z0562	glnK	1846.803338	-6.532836947	2.031013476	-3.216540423	0.001297463	NA
Z5666	yjcG	18278.56603	6.462979558	2.011020492	3.213781054	0.001309995	0.05415796
Z3497	glpQ	73002.6173	6.389538087	2.002480346	3.190811885	0.001418736	0.054200036
Z5082	yicE	19979.71172	-6.391579087	2.003536462	-3.190148625	0.001421996	0.054200036
Z0677	purK	30252.09073	-6.382130879	2.002167888	-3.187610249	0.001434538	0.054200036
Z3762	purM	21720.8751	-6.37532862	2.001858194	-3.18470541	0.001449014	0.054200036
Z2191	ydeY	4636.547376	6.325093932	2.003018384	3.157781268	0.001589748	NA
Z2614	fumC	15786.46292	6.205289903	1.98609693	3.124364077	0.001781898	0.06239674
Z5406	glnA	295355.2929	-6.187389376	1.982375617	-3.121199294	0.001801161	0.06239674
Z4691	rplC	1285207.049	-6.176486711	1.981306954	-3.11738002	0.001824662	0.06239674
Z4684	rplP	586578.5799	-6.175505173	1.981234157	-3.116999145	0.001827021	0.06239674
Z3605	fadI	35028.17145	6.149030144	1.979448442	3.106436123	0.001893572	0.063293656
Z5251	rbsC	74990.07817	6.123471658	1.976455063	3.098209402	0.001946938	0.063721661
Z3402	yeiA	9510.113513	6.087473429	1.975738556	3.081112839	0.002062285	0.065768311
