pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
cellular_biosynthetic_process(4)	0.0011454753722795	0.0141435678749112	0.529587986517986	2.25591729840355	0	239	PYRL, PURE, PURM, CARA, RPLW, RPLB, BIOC, RPLV, RPSS, RPLC, PURN, RPLD, PURT, RPSC, CARB, PURH, RPLP, CITG, GLTD, RPLO, RPSR, RPSE, RPLS, RPLI, RPMD, RPSF, GLTB, RPSP, RPSI, RPLR, RPST, LIVM, TSF, RPSA, LIVF, RPLK, RPLQ, RPLF, RPLA, PROX, PRFH, RPMC, RPSD, LIVG, RPSB, RPSH, RPSN, RPLE, PRFC, RPLM, RPLX, RPMH, RPSQ, ARTM, PHES, LEUD, GUAA, RPSL, RPME, RPSM, RPMG, POTB, RPLN, LPXK, INFB, ARGC, THRA, PURR, GLNA, RPMF, ENTE, RPLL, WECC, ATPC, RPMB, HOLA, PANF, RPSO, ACEF, RPSU, GLYS, PRFA, POTA, RPMA, INFA, GLTX, HISH, MRCA, PDXA, METG, ACEE, DNAE, LPXD, PROY, ALAS, NUSA, ARGS, GLYA, RPLJ, RPLU, POTD, MEPA, ARTP, ASNC, NADD, GREA, ILES, SERB, PRFB, ASNB, AVTA, LPXB, GLYQ, MLTC, RPMI, HISD, PURU, RPLT, INFC, RPMJ, DNAG, VALS, RDGC, ADK
cellular_macromolecule_metabolic_process(4)	0.00115874855156431	0.0141435678749112	0.544390239071859	2.2900692140895	0	203	RPLW, RPLB, RPLV, RPSS, RPLC, RPLD, RPSC, RPLP, CITG, TRMD, ETP, RPLO, RPSR, RPSE, RPLS, RPLI, RPMD, RPSF, FIS, RNPA, RPSP, CITX, RIMM, RPSI, RPLR, RPST, TSF, RPSA, RPLK, RPLQ, RPLF, RPLA, PRFH, RPMC, RPSD, RPSB, RPSH, RPSN, RPLE, PRFC, RPLM, RPLX, RPMH, RPSQ, PHES, RPSL, RPME, QUEA, TGT, RPSM, RPMG, PCNB, RPLN, LPXK, INFB, HSCA, TIG, RPH, DSBA, RPMF, TRUB, RUVC, RPLL, WECC, RPMB, RBFA, RECD, HOLA, RIMI, MNMA, XSEA, RPSO, PRMA, ISCA, RPSU, RNHB, GLYS, PRFA, RPMA, INFA, RECB, GLTX, RECR, MRCA, METG, DNAE, ALAS, NUSA, ARGS, RPLJ, HSCB, RPLU
macromolecule_metabolic_process(4)	0.00116279069767442	0.0141435678749112	0.531225138469809	2.24014303259777	0	213	RPLW, RPLB, RPLV, RPSS, RPLC, RPLD, RPSC, RPLP, CITG, TRMD, ETP, RPLO, RPSR, RPSE, RPLS, RPLI, RPMD, RPSF, FIS, RNPA, RPSP, CITX, RIMM, RPSI, RPLR, RPST, TSF, RPSA, RPLK, RPLQ, RPLF, RPLA, PRFH, RPMC, RPSD, RPSB, RPSH, RPSN, RPLE, PRFC, RPLM, RPLX, RPMH, RPSQ, PHES, RPSL, RPME, QUEA, TGT, RPSM, RPMG, PCNB, RPLN, LPXK, INFB, HSCA, TIG, RPH, DSBA, RPMF, TRUB, RUVC, RPLL, WECC, RPMB, AMPG, RBFA, RECD, HOLA, RIMI, MNMA, XSEA, RPSO, PRMA, ISCA, RPSU, RNHB, GLYS, PRFA, RPMA, INFA, RECB, GLTX, OPPD, RECR, MRCA, METG, DNAE, ALAS, AAT, NUSA, ARGS, RPLJ, HSCB, RPLU
cellular_nitrogen_compound_metabolic_process(4)	0.00120192307692308	0.0141435678749112	0.433272127458369	1.77645269346105	0	157	PYRL, PURE, PURM, CARA, BIOC, PURN, RPLD, PURT, CARB, PURH, TRMD, FIS, RNPA, CODB, RIMM, PROX, PYRG, PHES, GUAA, QUEA, TGT, POTB, PCNB, UPP, PURR, RPH, ENTE, TRUB, RUVC, ATPC, RBFA, RECD, HOLA, PANF, CMK, MNMA, PYRH, XSEA, PRMA, RNHB, GLYS, POTA, RECB, GLTX, HISH, RECR, PDXA, METG, NRDF, DNAE, ALAS, NUSA, ARGS, GLYA, NRDB, POTD, ASNC, NADD, GREA, RNC, ILES, ASNB, RECO, GLYQ, HISD, PURU, APAH, DNAG, VALS, RDGC, ADK, PHET, DUT, ASPS
heterocycle_metabolic_process(4)	0.00120192307692308	0.0141435678749112	0.431151385051216	1.76627450552227	0	156	PYRL, PURE, PURM, CARA, BIOC, PURN, RPLD, PURT, CARB, PURH, TRMD, FIS, RNPA, CODB, RIMM, PROX, PYRG, PHES, GUAA, QUEA, TGT, PCNB, UPP, PURR, RPH, ENTE, TRUB, RUVC, ATPC, RBFA, RECD, HOLA, PANF, CMK, MNMA, PYRH, XSEA, PRMA, RNHB, GLYS, RECB, GLTX, HISH, RECR, PDXA, METG, NRDF, DNAE, ALAS, NUSA, ARGS, GLYA, NRDB, NADD, GREA, RNC, ILES, RECO, GLYQ, HISD, PURU, APAH, DNAG, VALS, RDGC, ADK, PHET, DUT, ASPS, HISS, LEUS, HISG, CYSS, NRDG, PROA, SBCD, NADE, ENTF, XERC, MUTL, LIPB, THYA, DNAA, RSMC, PYRE, CCA, RECF
cellular_aromatic_compound_metabolic_process(4)	0.00121359223300971	0.0141435678749112	0.422434393333989	1.71259520408223	0	146	PYRL, PURE, PURM, CARA, PURN, RPLD, PURT, CARB, PURH, TRMD, FIS, RNPA, CODB, RIMM, PYRG, PHES, GUAA, QUEA, TGT, PCNB, UPP, PURR, RPH, ENTE, TRUB, RUVC, ATPC, RBFA, RECD, HOLA, PANF, CMK, MNMA, PYRH, XSEA, PRMA, RNHB, GLYS, RECB, GLTX, HISH, RECR, PDXA, METG, NRDF, DNAE, ALAS, NUSA, ARGS, GLYA, NRDB, NADD, GREA, RNC, ILES, RECO, GLYQ, HISD, PURU, APAH, DNAG, VALS, RDGC, ADK, PHET, DUT, ASPS, HISS, LEUS, HISG, CYSS, NRDG, SBCD, NADE, ENTF, XERC, MUTL, THYA, DNAA, RSMC, PHEA, PYRE, CCA, RECF
organic_cyclic_compound_metabolic_process(4)	0.00121359223300971	0.0141435678749112	0.410359473197105	1.67794153419502	0	160	PYRL, PURE, PURM, CARA, BIOC, PURN, RPLD, PURT, CARB, PURH, TRMD, FIS, RNPA, CODB, RIMM, PROX, PYRG, PHES, GUAA, QUEA, TGT, PCNB, UPP, PURR, RPH, ENTE, TRUB, RUVC, ATPC, RBFA, RECD, HOLA, PANF, CMK, MNMA, PYRH, XSEA, PRMA, RNHB, GLYS, RECB, GLTX, HISH, RECR, PDXA, METG, NRDF, DNAE, ALAS, NUSA, ARGS, GLYA, NRDB, NADD, GREA, RNC, ILES, RECO, GLYQ, HISD, PURU, APAH, DNAG, VALS, RDGC, ADK, PHET, DUT, ASPS, HISS, LEUS, HISG, CYSS, NRDG, PROA, SBCD, NADE, ENTF, XERC, MUTL, LIPB, THYA, DNAA, RSMC, PHEA, PYRE, CCA
macromolecule_biosynthetic_process(5)	0.00125	0.0141435678749112	0.61439615335817	2.42758220732428	0	120	RPLW, RPLB, RPLV, RPSS, RPLC, RPLD, RPSC, RPLP, CITG, RPLO, RPSR, RPSE, RPLS, RPLI, RPMD, RPSF, RPSP, RPSI, RPLR, RPST, TSF, RPSA, RPLK, RPLQ, RPLF, RPLA, PRFH, RPMC, RPSD, RPSB, RPSH, RPSN, RPLE, PRFC, RPLM, RPLX, RPMH, RPSQ, PHES, RPSL, RPME, RPSM, RPMG, RPLN, LPXK, INFB, RPMF, RPLL, WECC, RPMB, HOLA, RPSO, RPSU, GLYS, PRFA, RPMA, INFA, GLTX, MRCA, METG, DNAE, ALAS, NUSA, ARGS, RPLJ, RPLU, MEPA, GREA, ILES, PRFB, GLYQ, MLTC, RPMI, RPLT, INFC, RPMJ, DNAG, VALS, RDGC, PHET, ASPS, RCSF
cellular_macromolecule_biosynthetic_process(5)	0.00125470514429109	0.0141435678749112	0.626063453452631	2.46651245882587	0	118	RPLW, RPLB, RPLV, RPSS, RPLC, RPLD, RPSC, RPLP, CITG, RPLO, RPSR, RPSE, RPLS, RPLI, RPMD, RPSF, RPSP, RPSI, RPLR, RPST, TSF, RPSA, RPLK, RPLQ, RPLF, RPLA, PRFH, RPMC, RPSD, RPSB, RPSH, RPSN, RPLE, PRFC, RPLM, RPLX, RPMH, RPSQ, PHES, RPSL, RPME, RPSM, RPMG, RPLN, LPXK, INFB, RPMF, RPLL, WECC, RPMB, HOLA, RPSO, RPSU, GLYS, PRFA, RPMA, INFA, GLTX, MRCA, METG, DNAE, ALAS, NUSA, ARGS, RPLJ, RPLU, MEPA, GREA, ILES, PRFB, GLYQ, MLTC, RPMI, RPLT, INFC, RPMJ, DNAG, VALS, RDGC, PHET, ASPS, RCSF
nucleobase_containing_compound_metabolic_process(4)	0.00125786163522013	0.0141435678749112	0.474037620936532	1.87736951085906	0	124	PYRL, PURE, PURM, CARA, PURN, RPLD, PURT, CARB, PURH, TRMD, FIS, RNPA, CODB, RIMM, PYRG, PHES, GUAA, QUEA, TGT, PCNB, UPP, PURR, RPH, TRUB, RUVC, ATPC, RBFA, RECD, HOLA, PANF, CMK, MNMA, PYRH, XSEA, PRMA, RNHB, GLYS, RECB, GLTX, RECR, METG, NRDF, DNAE, ALAS, NUSA, ARGS, NRDB, NADD, GREA, RNC, ILES, RECO, GLYQ, PURU, APAH, DNAG, VALS, RDGC, ADK, PHET, DUT, ASPS, HISS, LEUS, CYSS, NRDG, SBCD, NADE, ENTF, XERC, MUTL, THYA, DNAA, RSMC, PYRE, CCA, RECF
